Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Revival	Bad Husband	verse eminem never saw others sides eye eye eye eye lie lie fight flight much baggage need luggage rack carry public spats feuds back news love taps dissed like fun actually used run back booth jump back studio give tonguelashing laughed stomach tat tombstone funny back youth wasnt knew done actually actually theres one fraction truth could spun back would many things different things different cause dumbass excuse hit would use continue pattern abuse punch back girls dad scumbag im confused chorus x ambass		amusement
Revival	Tragic Endings	verse skylar grey im stumbling cant see straight fault got way got hands something great found way mess best tried change dna got hands something great found way fuck refrain skylar grey im one thing couldnt hate youre one thing would die verse eminem life told never nothing special dont need reminded every second specially selfesteems already shot hell im falling helplessly im embarrassed dont want one else see cause feel like im piece shit every time yells selfishly addicted definitely doesnt help makes f		embarrassment
Revival	Tragic Endings	verse skylar grey im stumbling cant see straight fault got way got hands something great found way mess best tried change dna got hands something great found way fuck refrain skylar grey im one thing couldnt hate youre one thing would die verse eminem life told never nothing special dont need reminded every second specially selfesteems already shot hell im falling helplessly im embarrassed dont want one else see cause feel like im piece shit every time yells selfishly addicted definitely doesnt help makes f		embarrassment
Revival	Framed	verse feeling kinky lip syncing horts freaky tales biatch creepy visions whiskey drinking envisioning sneaking christie brinkley dwells know risky thinking wan na stick like shes decals murdering females better pay attention details could derailed better wear least three layers clothing jail get scratched dnall fingernails man hears dont think cares gives fuck even pinky swears three personalities burstin please beware tv blares cant hear creaking stairs shes unaware underwear shes completely bare turns aro		fear
Revival	Nowhere Fast	chorus kehlani ashes blowin air worlds fire dont care yeah wasted youth always road never lookin back never gettin old cause skies black hearts made gold fuck doin youre told goin nowhere fast verse eminem feel sorry beat sympathy pains track road takin back memory lane rap still look crowd wowed taken aback im simply stating fact wembley stadium packed path headed nowhere fast another terrorist attacks like tariff blows half madison square alas perish blast isnt scaring us pass nowhere fearless cause prech		sadness
Revival	Heat	intro john c reilly wan na take top verse eminem lady remind raps relapse shit cause got ass thick accents two asscheek implants call asset cause could set glass massive first time saw actually said got ta meet like taxi exactly love affair backseat sorry im graphic im stiff statue sat shelf feel like ima bust maybe im ahead let slow slow camaro im tryna catch im tryna jump bones marrow got control spell wan na wrap put bow like arrow grab meow hope problem fact thing agree donald put palm cat dont snap sup		remorse
Revival	Offended	verse eminem claim get knocked cops youll give em even statement walk arraignment shoot bailiff karate kick plaintiff gotti stainless ill call shoddy entertainment yall party gettin faded molly audience sedated wouldnt catch body fainted probably let fall hit pavement youd first lobbyin claim bitch stop bein lame hobby isnt robbery dismemberin body limbs like tommy lynn sells chainsawin basement hardly fits job description aint nobody dippin back club like oh god hes trippin time get blade probably dang law		neutral
Revival	Need Me	verse pnk youre drunk carpet burned hate find like always find like come home clean mess would without always come back oh wouldnt chorus pnk im startin think maybe need maybe need maybe need im startin think maybe need maybe need maybe need verse pnk eminem nights want run hills never easy reason smile rare comes would without maybe thats come back oh wouldnt chorus pnk im startin think maybe need maybe need maybe need im startin think maybe need maybe need maybe need verse eminem startin think made one us		neutral
Revival	In Your Head	intro cranberries whats head head zombie zombie zombieieie whats head head zombie zombie zombieieie oh verse eminem im packin shit much shit car fit im drivin far get away problems til sorrows forget whats tomorrow like cause tonight im startin life get corner stop fuck goin besides psycho fantasize startin whole life yeah right oh might go get hypnotized dont even recognize one try look alive theres nothin like holdin head high youre dead inside died case youre wonderin insides showin cause done spilled gu		fear
Revival	Castle	chorus liz rodrigues eminem built castle trapped throne im sorry alone wrote chapter youll turn page im gone hope youll sing along song want know aint scared whatever takes raise im prepared whatever whatever december st dear hailie song verse eminem youll coming mommys stomach soon better something quick ima able support barely support long youre healthy thats matters time obviously assuming thinking ahead ima make kills lets see far take music im getting sick chasing illusion ha sorry sloppy writing pen h		remorse
Revival	Arose	part arose could rewind time like tape inside boombox one day every pill percocet ate cut valium ida heard everything death turning definitewait got hooked machine love bean didnt want know struggling feels like im underwater submerged like submarine heard nurse say liver kidneys arent functioning flirtatious death skirtchasing guess arrivederci nurse heard say theyre unplugging birthday jade im missing birthday baby girl im sorry fucking hate hurt hai sweeties thank waiting open gifts girls open em dad ain		gratitude
The Marshall Mathers LP2	Bad Guy	part produced mphazes verse like im dirt digging old hurt tried everything get mind wont work takes one song radio youre right back reminding fucking brushed left burnt spent lot time tryna soul search maybe needed grow little first well looks like hit growth spurt im coming closure dont suppose explanation im owed way turned back may needed oh thought could close chapter go life like nothing ruined mine seem fine well ive never recovered tonight bet youre bout go throughs tougher anything ever suffered can		neutral
The Marshall Mathers LP2	Parking Lot (Skit)	teller dont kill eminem hurry fuck shoots teller thank running go go go fuck fuck go mothafucka bail fuck car stops working aw got ta fucking kidding fucking kidding shit running climbs fence get shoots dog haha sirens parking lot shit ah officer let see hands bend eminem ah fuck shoots                                                                                                                                                                                                                                 		anger
The Marshall Mathers LP2	Rhyme or Reason	intro sample eminem yeah yeah yeah yeah yeah whats name marshall whos daddy dont one verse mother reproduced like komodo dragon back motorcycle crashed side locomotive rap im loco like handing psycho loaded handgun michelangelo paint gun tantrum bout explode canvas back yoda rap spasm music usually em waned game enthusiasm hasnt follow must rick rubin little padawan jedi training colossal brain thoughts entertainin docile impossible explain im also vain probably find way complain picasso painting puke skywa		neutral
The Marshall Mathers LP2	So Much Better	intro fuckin groupie pick goddamn phone verse bitch fuck tuesday say wasnt studio bitch whatd screw dre went lookin boo excuse lame keep playin youre gon na end huge goose egg fake lyin slut never told knew drake lupe wan na loose two legs tryin flip spent time say okay yeah im coocoo eh well screw ill third person screwed today oh fourthdre drake lupeoohm touchÃ© twofaced thought number one trueblue ace aint cant see make wittle booboo face cause im hanging phone boo make fuckin bluetooth ache youre feelin		anger
The Marshall Mathers LP2	Survival	chorus liz rodrigues survival fittest die winner takes take aall aall aall verse eminem wasnt ready millionaire illprepared prepared ill though skill beginning wasnt bout ends bout bustin raps standin somethin fuck acronym cut fuckin act like youre happy im fuckin back another anthem stop doesnt end aint til say enough say enough throw wolves close gate im afraid whatll happen wolves thought thrown alligator pit salivate wait hands like noon nah homie hold bitches straighter wave em til dislocate rotator cu		fear
The Marshall Mathers LP2	Legacy	intro polina tell go tell ill right tell say matter true ill say verse eminem used type kid would always think sky fallin differently wired martian kind twisted experiment involved cause dont belong world thats im scoffin authority defiant often flyin handle mom dad noncompliant home school im shy awkward dont need goddamn psychologist tryna diagnose underlyin problems thinkin try solve em im outside chalkin drawings sidewalk front drive talkin either inside hidin corner somewhere quiet tryin noticed cause 		neutral
The Marshall Mathers LP2	Asshole	verse eminem came world time need villain asshole role think succeeded fulfillin dont think ever stopped think speakin children everything happenin fast like blinkedsold three million went blank remember feelin ridiculous cause gettin sick feelin like im always attack man could stacked shit list ceilin women dishin really thinkin anyone ever talks one little girls like would kill guess im little bit hypocrite im rippin shit since many people ever give shit say opinion contradicts im livin put dick rear end 		annoyance
The Marshall Mathers LP2	Berzerk	verse eminem shits kick party looks wack lets take back straight hiphop start scratch im bout bloody track everybody get back thats pen needs pad cause rhymes rag like addiction im bout kick like magician critics turn crickets got em still fence whether picket quick get impaled tell em stick sick im looking palewait thats pigment bout go ham ya bish shout kendrick lets bring back vintage slim bitch art mcing mixed da vinci mc ren dont mean stimpys friend bitch public enemy since thought pe gym bitch prechor		neutral
The Marshall Mathers LP2	Rap God	intro look gon na go easy hurt feelings im going get one chance six minutes six minutes somethings wrong feel six minutes slim shady youre feeling ive got like somethings happen dont know means think means trouble big trouble bananas say im taking chances doc ordered chorus im beginnin feel like rap god rap god people front back nod back nod thinks arms long enough slap box slap box said rap like robot call rapbot verse rap like computer must genes got laptop back pocket penll go halfcock got fat knot rap p		neutral
The Marshall Mathers LP2	Brainless	intro eminem full line chainsaws eminem eminem eminem eminem eminem eminem marshall mathers eminem rapper eminem say sure perhaps frontal lobotomy would answer science could operate distorted brain put good use society would reap great benefit verse walk around like space cadet place bets whos likely become serial killer case tourettes fuck fuckfuck cant take stress make mess day progresses angry take neighbors hedges like ill cut face bitches hedgetrimmin scissors razor edges imaginations dangerous way esc		neutral
The Marshall Mathers LP2	Stronger Than I Was	verse used say id never nothin without id believe im shot lungs gasp cant breathe lay baby hold please id beg id plead drop knees id cry id scream baby please dont leave snatch keys hand would squeeze youd laugh youd tease youre fucking must hate date say make sick youve enough smother im bout jump edge chorus wont break youll make stronger met bet ill fine without stumble wont crumble ill get back uhh ima still humble scream fuck cause im stronger verse beautiful face cause inside youre ugly mad youre love		anger
The Marshall Mathers LP2	So FarÂ	intro eminem mansion live house kingsize bed sleep couch im mr brightside glass halffull tanks half empty gasket blew verse eminem always happens thirty minutes home got ta lay log cabin option haves mcdonaldss bathroom public stall droppin football every time someone walks john get maddened shady come man im crappin youre askin goddamn autograph napkin oh thats odd happened run tissue yeah hand second thought id glad thanks dawg names todd big fan wiped ass crumbled wad threw back told todd youre shit when		gratitude
The Marshall Mathers LP2	Love Game	produced rick rubin verse eminem somethings burnin cant figure either lust cloud dust judgement clouded must powder power love im something dont know get left girl house alone soontobespouses moan walk louder pause minute make certain thats heard cause place give benefit doubt think might bust bust thoughts scary yo though hurtsbrace hope aint go yo cause head already goes worstcase scenario though first place ah fuck confirmed lowend theory though shouldve known made way third base first date couldve made 		sadness
The Marshall Mathers LP2	Headlights	produced emile haynie jeff bhasker intro nate ruess mom know let though say days happy power im fucked mom know hes around dont place blame pour another drink yeah chorus nate ruess guess headlights shining dark night drive maybe took far verse eminem went headfirst never thinkin said hurt verse mom probably got worst brunt stubborn take far cleanin closet songs regardless dont hate cause youre still beautiful cause youre mom though far calm house vietnam desert storm us put together could form atomic bomb 		admiration
The Marshall Mathers LP2	Evil Twin	intro eminem yeah tryna figure difference thinkthink lines starting get blurred verse eminem im strange place feel like mae gave game faith feel like im caged chains restraints grimmin every stranger place gaze space cause im mentally rearrangin face need change pace cause pace im workin ats dangerous theres nowhere dump anger thanks angst done quit chicken heads cold turkey started slowly roastin em cause thats anger based fuck feelings feel like play saints wan na hurt youaim skanks aim fake kanyes jays w		anger
The Marshall Mathers LP2	The Monster	intro rihanna im friends monster thats bed get along voices inside head youre tryin save stop holdin breath think im crazy yeah think im crazy verse eminem wanted fame cover newsweek oh well guess beggars cant choosey wanted receive attention music wanted left alone public excuse wantin cake eat wantin ways fame made balloon cause ego inflated blew see confusing cause wanted dos bruce lee loose leaf abused ink used tool blew steam whoo hit lottery oohwee gave get bittersweet like winnin used mink ironic cau		amusement
Straight from the Lab Part 2	The Apple	intro im little nutty know go back take look history see one whos rocker many always labeled black sheep family bad seed id grow take look us youll see apple didnt fall far tree interlude haha haha haha haha alright look imma tell story side maybe youll understand check verse done witnessed unexplainable shit insane explain people run dont get maybe shady hit em little bit spit soon spoon fed em eager prove even worth bein league room people every look like seekin approval pigment skin figment imagination m		amusement
Straight from the Lab Part 2	Things Get Worse	chorus eminem theres need say shit already know question far go far take stop shady man done told homie ease wont listen ya nah guess cant ya man cant stand ya youre rotten plottin us man gon na let guess things gon na get much worse fore get better verse eminem holy toledo angelina jolie amigo told yo shady hand penis ill deep throat brad try stand us gon na see bro fantasy dont mean damage ego faggots wan na rassle shove fucking jar vaseline inside asshole rope shut lasso couple crushed lexapro broken cap		anger
Straight from the Lab Part 2	Fame (Going Crazy)	intro eminem ayo know minute back return dozen motherfuckers lets go chorus eminem fame think got goin crazy ohohoh im gettin lost game im gettin tired naysayers whoaohoh keep speakin name well reason hate yeeheah like dont want win time im goin verse swifty life rocker jÃ¤germeister vodka hopping clubs balcony crowd surfing drop im randomly socking fans doin interviews hockey masks slapped journalist ass im high speed driving car high speed pocket full weed lesbians swallow e im studio ignant engineer gon 		anger
Straight from the Lab Part 2	Where IÂm At	intro eminem yeah got im loss must suck break eminem history like quarternote delay keeps repeating else say wondering act way never shouldve gave time day guess know time eh verse eminem mustve gust wind cause change mind every time blows changed amotherfuckingain said wanted dick fore stuck wouldnt prick fuckin men say dont trust em hear sound toilets flushin shit goin mustve truthful start see itd nothin say never heart id lyin fuckin see call bullshit relationship ships sink know love soon fall cause sh		anger
Straight from the Lab Part 2	Give Me the Ball	verse eminem name chauncey billups im kind like raunchy phillips screwdriver crews liver cant sleep youre still get ball im like rip cant get grip probably got stripped wan na rumble reason trip grab like gnarls barkley holds mic snarls spark smile like charles barkley come im hard guard aint booin aint pursuin lawsuits aint suin know im doin give ball life ruined im like rasheed remind spirit proof im happy lucky ballin groovin im move im smooth give ball dont know shoot basket teams need casket lebron say		joy
Straight from the Lab Part 2	Oh No	intro oh whats happening brain cant believe happening verse lava lips flips wake think cramp im trying shove lava lamp fathers ass think im gas man need another mask id ask mother think shes laughing plants half gram graham crackers van de kamps think ill eat ambiens like theyre candied yams cut couple cadavers little snack abrafuckingcadabra motherfucker look whos back like pendulum satans pentagram swings accidentally dented bent damn thing shit think might dancing chopping one legs pulled hamstring first		annoyance
Straight from the Lab Part 2	Echo	chorus liz rodrigues around world theres echo takes bow know girls boys chase noise highs lows follow echo echo echo echo follow echo echo echo preverse eminem seems like matter cant get away get away voices hear em callin callin callin callin callin verse eminem eat rappers rhyme consume em fucking thing consume time im super human world like rubiks cube complex girl assuming cupids looming mentalitys caveman stupid woman life truman show music ho stopped chasing every chick sun many moons ago pretend dick		neutral
Straight from the Lab Part 2	Wee Wee	hook put weewee banana strawberry pineapple orange put weewee banana strawberry pineapple orange put weewee banana strawberry pineapple orange put weewee banana strawberry pineapple orange verse got dick big banana try control guess cant shoots like akclip banana better watch hannah montana man whats matter manners know girl junos address yeah ima probably go jail got cops tail run car stale banana tail pipe cant believe fell couldve molotov cocktail wait minute man hell heard noise going bananas cant go ba		anger
Straight from the Lab Part 2	Topless	verse eminem dr dre motto live bottle supply low bring truckload highlow stay grounded still reach sky though ghetto idol think know shit know lot hood stood like thought would dont act like im hollywood probably could dont polly mohammed ali rap dont lolly gag west coast home bodybag shotty mag los angeles party catch anywhere theres bacardi yeah andre back cardiac started back black raiders starter cap gangsta rap practically fuckin started everyday game im gettin smarter skys limit everytime get track ho		neutral
Straight from the Lab Part 2	Fly Away	chorus blaze people ask lately thought fell nobody could save play background dont back dont get twisted try play first come underrate come back still try fade say im nasty say im crazy ask think say maybe ill fly away fly away aint nuttin way may well fly away fly away aint nuttin else say may well fly away fly away know wan na see aint gon die today die today cause done top theres nowhere else go yeah yeah yeah way see mes looking yeah yeah yeah theres nuttin else say may well fly away oh yeah theres nutt		neutral
Straight from the Lab Part 2	Difficult	verse eminem ask okay ask im happy asking shit thats thrown little snappy genuinely care doody life continuously stare pictures never got say love much wanted yeah say cant hear fuck good somehow know youre near presence oh went dropped presents easter two little beautiful boys try ease minds little dog youll never believe sharonda actually talks nowjesus everyone else tryin pick pieces man could touch many fuckin lives leave us say grievance way affectin everyone different true fuck im sposed get difficult		joy
Straight from the Lab Part 2	Emulate	verse obie trice obie person came introverted cause nervousness solely verdict worth cause changed became observant servin purpose knew earlier days like different version much hurtin pain gave game certain thats curtains murder get worked im assertive muthafuckas acting tougher enough isolatin room writing poems songs school look became fool cause learned sustain tool obtain fame livin hard still julliard god walks aint spend day pew regardless draw visual pictures nigga vents welcome art department verse 		neutral
Straight from the Lab Part 2	Hello Good Morning (Eminem Remix)	intro hello good morning lets go lets ride hello good morning hello good morning know youve waiting cause seen watching lets go lets get popping hook cause ive leaning bar looking cleaner star broads wont give props bank stunting ass mad cause bitch wont stop got boyfriend feeling like groupie know know know stuntin like looking like movie know know know everybody know truth know know know blow cause im blowing moowee know know know hello bridge hello good morning lets go lets ride hello good morning hello 		excitement
Straight from the Lab Part 2	Living Proof	intro royce da yeah bad evil back dont stop verse royce da bout get tale gunner details dungeon pale moon illuminates hail thunderin year fell blunderin shady lifted wing fell im freefallin career gone recalling regardless whos fault speedballin god bubble wrapped dropped top earth marshall doubled back got top hearse im alive nigga justin aint got nothin cause done cried mary j blige rivers realized gods us soon decided put bottle pick todd bridges writings wall since niggas seen baseball game shady jayz s		realization
Straight from the Lab Part 2	Cocaine	intro eminem jazmine sullivan yeah ooh game like cocaine want anything world haha least thought got yeah need im addicted yeah im fading verse eminem beat words first blank painting exercising mind brain strength training starts something like shadys insane maniac yeah slim shady thats zany name aint needs image go name baby wifebeaters white tshirts hanes mainly long shot possible theres lane maybe hes gon come change whole game aint wants fame bad taste see name lights women screaming fucking name faintin		amusement
Straight from the Lab Part 2	I Get Money	interlude get money sample get money ii get money ii get get get get eminem haha haha intro yeah yeah get irunthis rap shit haha yeah nowguess whos back thought leftyou would one two three verse keep sayin rappers best jayz kanye west maybe tryna distract fact im comin back maybe cause aint black maybe maybe cause im highest selling artist rap im sittin back office jackin plaques im still sick sick long im still alive magic johnson rhymes thrive makin opponents think ive died thats pop outta nowhere oh yeah		amusement
Straight from the Lab Part 2	Hit Me with Your Best Shot	intro pat benatar honorable cnote come put place come put place chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place verse bizarre proof died happened happened marshall stopped rapping damn guess makes captain uhhuh hit mattress okay pistolpacking uhhuh sick assassin yeah hit gas okay get mashing broke bitches asking cliques relaxing hills aspen popping pills aspirin im machine brought mar		neutral
Straight from the Lab Part 2	BallinÂ Uncontrollably	intro ya gots money baby im talking talking long money see us come know hook ballin uncontrollably ballin uncontrollably ballin uncontrollably baballin uncontrollably ballin uncontrollably ballin uncontrollably ballin uncontrollably baballin uncontrollably ballin uncontrollably ballin uncontrollably ballin uncontrollably bababa controllably ballin uncontrollably ballin uncontrollably ballin uncontrollably baballin uncontrollably verse man got everything candypainted candypainted tint dark id lying said aint		neutral
Straight from the Lab Part 2	Celebrity (Remix)	verse lloyd banks touched ferraritoconcrete aint even home theyre talking fuck ear talking free nigga free dont pay bills im ballin allout b rappers dont know nah aint homey name aint em ferrari tony like wheel chromey bentley rolly magnum phonie south jamaica shawty slugs took gut yo works still im cooking slow clear mind whipping truck low youre looking trouble pop death youre looking sun dawg rap aint work pimpin ho still eating lobster shrimp bungalow im back like crack drum roll know wherever go gun go		neutral
Straight from the Lab Part 2	My Syllables	intro eminem lyrics anymore hot beat catchy hook verse eminem got ta dumb style abc cause nowadays kids dont give shit bout lyrics wan na hear beat thats long go club get blitzed pick chicks get digits djs playing hits oh jam shit dont know word verse know chorus cause chorus repeats four words us songs ginormous whole formulas switched cause dont know anymore hits beat rap finger snap clap adapt get trl votes thirteenyearolds control remotes ashlees got brand new nose got ta put new emphasis syllalables ve		neutral
Straight from the Lab Part 2	G.O.A.T.	intro im willing borrow grass specialize eating mcs immortal words cool j would say im goat yall dont know goat means greatest time consider one thank much goes verse part worried everyone thinks career tubes im dusty garage inhalin carbon monoxide fumes everyones tellin come rap know got lot medulla oblongata got ta get im sure gon na come theyre probably gon na think im comin cocky like started givin fuck really think see thing dont really know thing everyones makin stink like theres kind aura king around		gratitude
Straight from the Lab Part 2	ItÂs Been Real	track straight lab part view tracklist real eminem recorded eminem sometime proof died relapse thought outro king mathers wouldve ems last albumplanned read produced eminem release date december view credits k hook thanks real love cant deal stress game giving go know cant close show without closure leave eminem talking yeah want take time basically say rest peace deshaun holton thats heart man dr dre giving opportunity even listen get point wan na thank jimmy iovine interscope aftermath everybody whole sha		gratitude
Recovery	Seduction	intro eminem sly jordan like verbal seduction seduction tell em girls floor dont know man gehgehgeh feels like lot different right girls floor kinda feels like like verbal seduction im whole different page right girls floor feels strange umm girls floor guess kinda like kinda like verse eminem feel like im morphin somethin thats incredible im dwarfin competitors better get girlfriend check psychological warfare endorphins effect selfesteem shatters dialect comes blastin deck loves passion youd expect sort r		excitement
Recovery	Going Through Changes	chorus ozzy osbourne im going changes im going changes verse eminem lately really feel like im rollin delf like philly feel like im losin control sincerely apologize sound like im complainin life keeps complicatin im debatin leavin world evenin even girls see im grievin try hide cant act like im high mighty inside im dyin finally realizin need help cant weak two weeks ive havin ups downs goin peaks valleys dillydallyin round idea endin shit right im hatin reflection walk around house tryna fight mirrors can		sadness
Recovery	No Love	intro haddaway eminem lil wayne love love love love love mumbling chorus dont hurt dont hurt young money yeah love verse lil wayne haddaway throw dirt grow wildflower fuck world get child yeah life bitch know nothing bout hell back show vouchers love im rollin sweets im smokin sour married game broke vows thats bars full broken bottles nightstands full open bibles uh think forget dont go around fire expectin sweat niggas know lay em make bed bitches try kick im ill break leg money outweighin problems triple		love
Recovery	Space Bound	verse eminem touch feel rush clutch isnt much enough make wonder whats store us lust torturous must sorceress cause impossible gained trust dont play games itll dangerous fuck cause get burnt ima show ya like hurt cause treated like dirt ya love evil spell backwards ill show ya nobody knows im cold walk road alone ones fault path ive chosen go frozen snow show emotion whatsoever dont ask love muhfuckin hoes bloodsuckin succubuses fuck ive tried department aint luck sucks exactly thought would like tryin sta		neutral
Recovery	Cinderella Man	intro eminem kobe yeah know technically im even really supposed right fuck might well make amen yeah haha amen feels good amen woo amen guess im lucky amen us dont get second chance amen aint blowin one amen nah man haha amen shit feel like anything verse eminem kobe catch lightning bottle set fire water comin nozzle fire hose flyer swatters cinderella man cinderella man cinderella man cinderella man smash hourglass grab sand take hands cup em spit rhyme freeze clock take hands time cuff em cinderella man c		amusement
Recovery	25 to Life	produced dj khalil danny keyz chorus liz rodrigues eminem late side caught chase twentyfive life late side caught chase twentyfive life late yeah cant keep chasing im taking life back caught chase twentyfive life verse eminem dont think understands sacrifices ive made maybe bitch acted right woulda stayed ive already wasted half life woulda laid died longer cry pain bitch took granted took heart ran straight planet dirt longer stand respect demand ima take control relationship command ima boss goddamn mean 		anger
Recovery	So Bad	intro yeah haha feel baby yeah feel damn im bad im good im bad know im glad could spend time together guarantee ill greatest thing ever see im crazy thought cause aint never met nobody like aint gon na wan na fuck nobody else verse im american dream im definition white trash ballin im right back em errchickerr chickachick cant call shit different toilet oh got nice ass darling cant wait get benz take spin mean aint fuckin take friend let tell whole story shadys origin youll sorry slam mercedes door started 		annoyance
Recovery	Almost Famous	intro almost taste shit makes sense mean almost taste almost see shit makes sense mean almost taste almost taste spoken eminem yeah cant stop might last chance get famous wan na famous chorus liz rodrigues eminem dream trading places changing faces fill shoes much lose wake behind trenches run around defenseless much lose fill shoes wan na famous careful wish verse eminem stuck dick game like rapist call slim roethlisberger go berserker fedup post office worker murk mossberg im pissed get murdered like some		neutral
Recovery	Love the Way You Lie	chorus rihanna gon na stand watch burn well thats right like way hurts gon na stand hear cry well thats right love way lie love way lie verse eminem cant tell really tell feels like right theres steel knife windpipe cant breathe still fight fight long wrong feels right like im flight high love drunk hate like im huffin paint love suffer suffocate right im drown resuscitates fuckin hates love wait going im leaving aint come back runnin right back go insane cause goin good goin great im superman wind back she		admiration
Recovery	YouÂre Never Over	chorus days cold livin without nights long im growin older miss days old thinkin may gone youre never verse proof could see know hed proud somewhere deep theres something found made believe one beat try itll doors dres phantom believe clowns means suicide homie youll never throw course blow bitch sport want im talkin awards homie balls court lonely top world youre one balls shorts leave jaws floors remorse member get doggin boy homie yall get bloggin bologna im gon na stop saga continues stoppin force obi i		neutral
Recovery	Untitled	intro eminem lesley gore dont nah mannot quite finished yet im one many toys haha woo verse eminem lesley gore girl think mightve tried pull motherfuckin fast one im mad hurt goddamn feeling last one look like arcade tryna play games see saw blade see silhouette stalker walkway better cooperate get sauteed rotisseried youre hogtied mcs get quiet hear motherfuckin dog whistle walk colt seavers mule stuntin ass like fuckin fall guy dont gas mercedes midnight treat like mogwai cause turn gremlin run kids women		amusement
Recovery	Ridaz	intro aw man yeah ever club man get fight people dont even know jump verse eminem feel like wan na hit somethin fist clenches youre pissed wan na get someone shit jump youre bout get shit pushed im inches away splittin shit wide open stitches save youll die eyes open hope isnt way end going guess im afraid razors scissors blades make jason say isnt great onlookers participate asskicking debate thats startin take place middle street little know thered allout brawl soon heard beat emergency personnel rush mur		fear
Recovery	Session One	intro eminem ladies gentlemen make noise aw shit yeah ready get shit started aight well brought friends verse eminem aint back sake saying im back could relax id rather stack ammo tracks couple xanax light couple wax candles black relapse til yack jack daniels gnac burp bubbles attitudes immaturin double shot bacardi party vision blurrin whoaoh cant see shit words get slurrin uhoh call r kelly youre trouble whats occurring befo show bearing bad news im bearing whoa wordplay im pushing suck dick couch wan na		neutral
Recovery	Cold Wind Blows	produced blaze intro cause things dont change better stay although whole world knows name want bigger stage came see spit game whoa shouldnt difficult explain came back hate fame love game cold ice remain fuck em tell em eat shit go adlibs oh god damn time already haha okay yall dont look happy see fuck man dont everybody welcome back right fuck yall verse get dick call ballsack im nuts michael vick bitch dogfall back mutts fuck worms youve never seen sick puppy fuck sick duck want duck sicked mummy nuts li		amusement
Recovery	TalkinÂ 2 Myself	intro eminem ayo start song man wan na thank everybody patient bearing last couple years figure shit chorus kobe eminem anybody feels like im talkin one seems know struggle everything ive come anybody hear yeah guess keep talkin feels like im goin insane one whos crazy yeah whoawhoa whoawhoa whoawhoa whoawhoa whoawhoa world feel alone nobody im anyone feels way feel lend ear know im one verse eminem went away guess opened lanes one even knew goin growin pains hatred flowin veins verge goin insane almost mad		gratitude
Recovery	On Fire	intro haha yeah haha know critics man critics never got nothin nice say man know one thing notice critics man critics never ask day went well ima tell em verse augh yesterday dog died hog tied ho tied bow said next time blog try spit flow wan na criticize dog try little mo im tired could blow fire hole im fired fire lighter dro better hold little tighter go flows tighter hotheaded ghost rider coldhearted spiderman throwing spider snow better get lower flo rida inside lowrider tires hole like winter cold tal		amusement
Recovery	WonÂt Back Down	chorus pnk sound alarm call guards fence yard hold cards wont back oh wont back oh verse eminem cadillac sevilles coupe devilles braindead rims yeah stupid wheels girl im real lose toothandnail tryna fight try deny stupid feel shootin hip yeah boy shoot kill half breath left deathbed screamin f yeah superill baby deal chill split half pill happy meal fuck steak slut ill cut toes step receipt fore foot bill listen garden tool dont make introduce power tool know fuckin drill douchebags feel knowin youre dispo		neutral
Recovery	W.T.P.	intro yeah oh get trash said get know happens im around man woo lets go better watch cause come aint stoppin see morning sun give us room thing cause aint come hurt one everybody come get floor grab someone verse man first im boss want get across man even dentist hates floss pull club pinto like porsche garbage bag one windows spraypainted doors flames em michigan plates names em baby shadys come get dames want aint stupid quit tryna run games hes immune cupid tryna put claims cause wont last man climb back		neutral
Recovery	Not Afraid	chorus im afraid im afraid take stand take stand everybody everybody come take hand come take hand well walk road together storm whatever weather cold warm lettin know youre alone holla feel like youve road intro yeah ride guess go place get one might still place youre tryna get follow ill get verse try read lyrics paper lay em wont take sting words say em cause aint way ima let stop causin mayhem say ima somethin dont give damn think im doin fuck world feed beans gassed thinks stoppin ima set without doubt		fear
Relapse: Refill	Dr. West (Skit)	dr west morning marshall eminem morning doc dr west discharging today feeling eminem ah anxious dr west anxiety eminem well anxious get home anxious get back world nervous dr west nervous cmon marshall youre big boy youre sounding like bit baby found sponsor yet eminem um yet mean get back dr west well find one find one dont dont eminem well yeah mean got ta start going meetings first wait dr west well mean dont absolutely go meetings mean like requirement fit schedule know youre busy person eminem well yea		nervousness
Relapse: Refill	My Mom	intro yeah yeah yeah yeah yeah yeah yeah okay alright aight aight aight aight yo yo alright ima lay chorus first go chorus mom loved valium lots drugs thats like cause im like mom loved valium lots drugs thats im im cause im mom verse mom mom know youre probably tired hearin bout mom ohho whoaho story shorty became hooked vaaliuum valium everything food ate water drank fuckin peas plate sprinkled enough season steak every day id least three stomachaches tell kind mother would want see son grow underafuckinc		love
Relapse: Refill	Insane	produced dr dre verse born dick brain yeah fucked head stepfather said sucked bed til one night snuck said going back want dick sucked shed cant play teddy ruxpin instead fuck butt get head bust nut get rest next day mother said dont know fucks kid bastard wont even eat nothing hes fed hung bedroom hes dead debbie dont let fucker get upset go stick fuckin cigarette neck ill bet hes fakin ill bet bet probably wants see upset would get ill go handle course unless object aw go fuck brains anys left head chorus		anger
